,fname,dialogue
9777,train_9777,"#Person1#: 빌, 너 스포츠 잘하니?
#Person2#: 농담이지? 나는 정말 못해! 하지만 스포츠 보는 건 좋아해. 나는 자주 축구나 야구 경기를 보러 가고, 매주 스포츠 잡지를 읽어.
#Person1#: 와!
#Person2#: 너 스포츠 좋아하니, 제니스?
#Person1#: 오, 그래. 나는 운동하는 걸 좋아해. 하지만 스포츠를 보거나 스포츠 잡지를 사진 않아. 그런 것들을 할 시간이 별로 없어.
#Person2#: 아, 알겠어. 알다시피, 우리는 다른 스포츠에 시간을 보내. 너는 운동하는 데 얼마나 많은 시간을 보내니?
#Person1#: 음, 나는 하루에 대략 두 시간 정도 운동하는 것 같아. 나는 일주일에 세 번 에어로빅을 하고, 다른 날에는 남편과 배드민턴을 쳐. 항상 운동 후에 기분이 좋아.
#Person2#: 좋네! 다른 사람들도 그렇게 말하더라고.
#Person1#: 그럼, 운동을 해보는 건 어때? 어려울 수도 있지만 매우 보람 있을 거야.
#Person2#: 아, 스포츠를 하는 너무 귀찮아. 그리고 나는 아무 것도 잘하지 못해. 그런 게 나를 흥분시키지 않아"
9779,train_9779,"Person1#: 우리 오늘 운이 좋네.
#Person2#: 그러게, 하늘에 구름 한 점 없고 여기서 아름다운 풍경을 볼 수 있어. 봐봐! 이게 세인트 제임스 공원이야. 그리고 버킹엄 궁전도 보이지.
#Person1#: 하이드 공원 어디야?
#Person2#: 궁전 반대편에 있어.
#Person1#: 그곳은 일요일에 사람들이 연설하는 곳인가?
#Person2#: 응, 맞아. 다양한 정치인, 종교인, 그리고 한두 명의 미친 사람들이 모여요\.
#Person1#: 그럼 오늘 거기에 가는거야? 거기서 사진을 찍고 싶어.
#Person2#: 물론이지. 오늘 여행을 즐길 것 같아.
#Person1#: 물론이야. 모든 게 너무 인상적이고 매혹적이잖아."
9783,train_9783,"#Person1#: 안녕, 메리, 잠깐 시간 좀 내줄래?
#Person2#: 그럼, 무슨 일이야?
#Person1#: 사실은, 내가 퇴사를 결정했다고 말하려고 했어.
#Person2#: 정말? 왜?
#Person1#: 여러 가지 이유가 있어. 너무 오래 있었거든. 내년이면 5주년이야. 환경을 바꾸고 싶어. 게다가 우리 회사는 인원을 줄이고 있어. 그냥 있어서 해고당하는 건 싫어.
#Person2#: 하지만 너를 해고하진 않을 거야! 너는 회사에서 가장 경험 많은 프로젝트 매니저잖아.
#Person1#: 그럴 수도 있어. 하지만 새로운 상사가 내 목을 졸라대는 건 막지 못했어. 솔직히 말하자면, 다른 회사에서 더 좋은 제안을 받았어.
#Person2#: 오, 그거 좋네, 축하해! 새로운 직위는 뭐야?
#Person1#: 시장 연구의 상무이야. 좋은 급여 인상뿐만 아니라 회사 차량, 한 달 유급 휴가, 시내 아파트 같은 좋은 혜택도 있어. 그리고 국제 회사라서 여행하고 새로운 사람들을 만날 기회도 많을 거야. 정말 기대되.
#Person2#: 좋은 기회인 것 같아. 그게 퇴사 결정을 더 쉽게 만들었겠네.
#Person1#: 그래. 하지만 연락은 계속 하자. 상황이 어떻게 되는지 알려줄게.
#Person2#: 그럼."
9785,train_9785,"#Person1#: 안녕하세요, 선생님. 이제 체크아웃하려고 합니다.
#Person2#: 네, 선생님. 잠시만 기다려 주세요, 방을 확인하겠습니다.
#Person1#: 지금 제 청구서를 받을 수 있을까요?
#Person2#: 물론입니다. 어떤 방식으로 결제하시겠습니까?
#Person1#: 현금으로 부탁드립니다."
9788,train_9788,"#Person1#: 질문 있으신가요?
#Person2#: 네, 귀사의 주거 시스템에 대해 알고 싶습니다.
#Person1#: 저희 회사에 합류하시면, 단독 기숙사를 제공해 드립니다. 만약 큰 성과를 내시면, 관련 규정에 따라 아파트를 제공해 드릴 수 있습니다. 상황에 따라 다릅니다.
#Person2#: 귀사에 휴일이 있는지도 알고 싶습니다. 매년 부모님을 방문해야 하거든요.
#Person1#: 공식 휴일 외에도 저희 회사는 매년 10일의 유급 휴가를 제공하므로 부모님을 방문하실 수 있습니다. 다른 질문 있으신가요?
#Person2#: 아니요, 감사합니다."
9791,train_9791,"#Person1#: 광고에 모든 돈이 다 가는 것 같지 않나요? 우리가 읽을 것이 없어요.
#Person2#: 하지만 신문은 광고 공간을 제공함으로써 추가 수익을 얻습니다.
#Person1#: 추가 수익이라니요. 그들은 순수 광고만으로도 부자가 될 수 있어요."
9793,train_9793,"#Person1#: 제인, 들었는데 학교를 그만두려고 한다고? 무엇을 하고 싶어? 이미 결정했니?
#Person2#: 아직이야. 하지만 나는 노래를 배우려고 생각하고 있어.
#Person1#: 특별한 이유가 있니?
#Person2#: 그래. 나는 노래를 잘해서야. 모든 동창들이 그렇게 말하니까. 게다가 노래는 꽤 흥미롭고, 많은 관객을 만날 수 있어.
#Person1#: 그리고 그들을 만족시켜야 할 거야.
#Person2#: 그런 건 어떤 일을 하든지 필요하지 않니?
#Person1#: 그럼 너의 부모님은 어떻게 생각하니?
#Person2#: 그들은 내 생각에 전혀 동의하지 않아. 그게 유일한 문제야.
#Person1#: 그래. 음... 나의 부모님은 나를 배우로 만들기를 원해서 미술대학에 보내려고 해.
#Person2#: 그럼 너는 어떻게 할 거야?
#Person1#: 음... 아직 결정하지 않았어. 하지만 나는 보통 결국에는 내 맘대로 해."
9801,train_9801,"#Person1#: 미안한데, 네가 빌려준 책을 찾을 수가 없어. 아마 잃어버린 것 같아. 
#Person2#: 걱정하지 마. 
#Person1#: 정말 미안하게 생각해. 새 책을 사줄게. 
#Person2#: 아니야. 그런 거 없어. 그럴 생각은 조금이라도 하지마."
9803,train_9803,"#Person1#: 헤이, 존. 멋진 차네. 
#Person2#: 고마워. 드디어 대학 시절을 버텨준 그 오래된 닛산을 버렸어. 
#Person1#: 이게 뭐야, 새로운 포드? 
#Person2#: 아니, 작년 모델이야. 
#Person1#: 그렇구나. 얼마에 샀어? 
#Person2#: 14,500달러. 이 차는 마일리지가 10,000마일밖에 안 돼서 새 차 같아. 
#Person1#: 그럼 이제 일하러 가기 위해 기차를 타지 않을 거야? 
#Person2#: 음, 가끔은 일하러 가는 길에 차를 타는 것도 좋을 것 같아. 봐야겠어. 한 번 타볼래? 
#Person1#: 응, 그래. 
#Person2#: 가자."
9805,train_9805,"#Person1#: 크라운 호텔입니다. 예약 데스크입니다. 무엇을 도와드릴까요? 
#Person2#: 네, 여기서 방을 예약하고 싶습니다. 
#Person1#: 어떤 종류의 방을 원하시나요, 선생님? 우리 호텔에는 싱글룸, 더블룸, 스위트룸, 그리고 디럭스 스위트룸이 있습니다. 
#Person2#: 10월 2일 오후부터 10월 6일 아침까지 사용할 수 있는 욕조가 있는 싱글룸을 예약하고 싶습니다. 
#Person1#: 알겠습니다. 
#Person2#: 요금은 얼마인가요? 
#Person1#: 현재 요금은 박당 $100입니다. 
#Person2#: 그 요금에는 어떤 서비스가 포함되나요? 
#Person1#: $100에는 라디오, 컬러 텔레비전, 전화기, 그리고 매일 국제 신문이 방으로 배달됩니다. 
#Person2#: 그렇군요, 나쁘지 않네요. 그 방으로 하겠습니다."
9809,train_9809,"#Person1#: 헤이, 수잔, 어떻게 지내?
#Person2#: 끔찍해. 집주인 패트 때문에 정말 힘들어. 어제 집에 돌아왔는데 현관문이 활짝 열려있고 고양이는 옷장에 숨어 있었어, 그리고 패트가 거기 있었어. 배관 파이프를 바꾸러 왔다고 하는데 오는 건 알리지도 않았어. 그는 항상 그렇게 해. 지난 달에도, 내 집에서 저녁 파티를 8명이나 초대했어. 와인을 사러 밖으로 나간 사이에 패트가 침실에서 고장난 전등을 고치러 왔어. 거기에 들어가니까 그를 발견해서 거의 심장 마비가 되려 했어.
#Person1#: 적어도 그는 전구를 고쳤네.
#Person2#: 하지만 팻이 언제 나타날지 모른다는 것이 끔찍해."
9813,train_9813,"#Person1#: 처음 뵙겠습니다.
#Person2#: 처음 뵙겠습니다. 스미스 씨, 만나서 반가워요. 저는 마케팅 부서에서 일하는 잭 스티븐스에요. 제 명함이에요.
#Person1#: 만나서 반갑습니다, 스티븐스씨.
#Person2#: 제 이름을 잭이라고 불러주세요. 자리에 앉아주세요.
#Person1#: 감사합니다."
9816,train_9816,"#Person1#: 당신이 자신을 위해 설정한 장기적인 직업 계획은 무엇인가요?
#Person2#: 먼저, 몇 년 동안 유명한 회사에서 일하면서 기술을 습득하고, 탄탄한 기반을 마련하고, 인간관계 네트워크를 구축하는 것을 희망합니다. 충분한 경험을 쌓았다고 느낄 때, 제가 사업을 소유하길 희망합니다. 물론 이것은 그 때의 상황과 회사가 제공하는 기회에 따라 달라집니다. 장기적으로는, 저는 기업가가 되길 희망합니다."
9817,train_9817,"#Person1#: 좋아! 나 클래식 영화에 빠졌어.
#Person2#: 네가 옛날 영화를 좋아할 줄 몰랐어.
#Person1#: 나 그걸 정말 좋아해, 특히 바람과 함께 사라지다 같은 역대 최고의 작품들을 말이야.
#Person2#: 너 정말 맞아! 요즘 영화들은 너무 상업적이야!
#Person1#: 가끔 오스카가 많은 돈을 벌어들이는 영화에만 수여되는 것 같아."
9820,train_9820,"#Person1#: 너의 도시는 어때? 어떤 곳이야?
#Person2#: 정말 흥미로운 도시야. 여기서 가장 좋은 활동은 쇼핑이야. 여러 실내와 야외 시장, 백화점, 쇼핑몰이 많이 있어.
#Person1#: 도시 중심부의 교통 상황은 어때?
#Person2#: 꽤 괜찮아. 도시 중심부의 많은 지역, 특히 주요 쇼핑 지역은 차량 진입이 제한돼 있어. 대중교통 시스템도 훌륭해.
#Person1#: 식당과 엔터테인먼트는 어때?
#Person2#: 전 세계 음식을 즐길 수 있는 다양한 식당들이 있어. 도시 중심부 근처에는 작은 차이나타운이 있고, 도시 전체에는 인도, 태국, 이탈리아 음식을 제공하는 식당들이 많아. 도시에서는 다양한 스포츠 행사도 열려. 축구, 럭비, 크리켓을 즐길 수 있는 경기장들이 많아, 심지어 아이스 스케이팅과 아이스 하키도 즐길 수 있어.
#Person1#: 야간 생활은 활발한 편인가?
#Person2#: 도시 중심부 근처에는 멋진 클럽들이 몇 개 있어. 도시의 많은 사람들은 좀 더 '문화적인' 활동을 선호해, 우리에게는 극장과 클래식 음악 콘서트, 오페라 공연을 즐길 수 있는 장소도 많아.
#Person1#: 정말로 흥미로운 도시 같아 보여. 언젠가 방문해보고 싶어.
#Person2#: 그럼 대환영이야. 여름에 오는 것이 좋아. 날씨가 더 좋고 야외에서 더 많은 활동이 열려 있으니까."""
9827,train_9827,"#Person1#: 그럼 방 비용은 어떻게 지불하실 건가요, 화이트씨?
#Person2#: 신용카드로 할 거예요.
#Person1#: 두 방 모두 같은 카드로 지불하시나요?
#Person2#: 네.
#Person1#: 카드 번호를 알려주실 수 있나요?
#Person2#: #CardNumber#.
#Person1#: 1 하나 , 0 2개요?
#Person2#: 아니요, 9 둘, 0  2요.
#Person1#: #CardNumber#요?
#Person2#: 맞아요.
#Person1#: 그리고 만료일은요?
#Person2#: 십일, . . .
#Person1#: 다시 한 번 말씀해주실 수 있나요?
#Person2#: 올해 11월이요.
#Person1#: 감사합니다. 화이트씨와 웨버씨를 위해 9월 25일 수요일부터 28일 토요일까지 두 방을 예약했습니다.
#Person2#: 감사합니다.
#Person1#: 천만에요. 25일에 뵙겠습니다, 화이트씨.
#Person2#: 정말 감사합니다. 안녕히 계세요.
#Person1#: 안녕히 가세요."
9831,train_9831,"#Person1#: 아, 오! 다치셨나요?
#Person2#: 아마도 아닌 것 같아요. 그냥 좀 놀랐을 뿐이에요.
#Person1#: 아마 제가 구급차를 불러야 할 것 같아요.
#Person2#: 아니요, 괜찮아요. 제가 괜찮은 것 같아요.
#Person1#: 정말로 괜찮으세요?
#Person2#: 네, 괜찮아요."
9833,train_9833,"#Person1#: 안녕하세요, 신용카드를 신청하는 방법에 대해 여쭤보려고 하는데요.
#Person2#: 물론이죠, 선생님. 저희 은행에서 예금 계좌를 개설하신 적이 있으신가요?
#Person1#: 아, 아니요, 그런 건 없어요. 그럼 예금 계좌를 개설해야 하는 건가요?
#Person2#: 네, 그렇습니다. 저희 은행의 신용카드를 신청하려면 먼저 여기에서 예금 계좌를 개설하셔야 해요. 이 양식에 필요한 정보를 기입해주시겠어요?
#Person1#: 그럼, 제 신분증을 보여줘야 하나요?
#Person2#: 네, 여권이면 충분합니다.
#Person1#: 아, 제 여권을 지금 가지고 있지 않아요. 사무실로 돌아가서 가져올게요.
#Person2#: 괜찮아요, 선생님. 나중에 다시 뵙겠습니다."
9834,train_9834,"#Person1#: 메리에요. 제가 제안을 드리고 싶어서 연락을 드립니다. 월급은 월 3,000 위안으로 제안 드렸구요, 이 내용을 이메일로도 보냈어요. 언제까지 답변을 주실 수 있는지 알려주실 수 있을까요?
#Person2#: 감사합니다. 내용을 확인한 후에 알려드릴게요.
#Person1#: 우리 팀에 합류해주시면 정말 좋겠어요. 가능한 한 빨리 답변 주시면 감사하겠습니다.
#Person2#: 알겠어요. 답변해 주셔서 감사합니다"
9835,train_9835,"#Person1#: 안녕하세요, 부인님, 주문을 받아도 될까요?
#Person2#: 네, 구운 치킨 다리를 주세요.
#Person1#: 다른 것은요?
#Person2#: 아니요.
#Person1#: 음료는 어떠세요?
#Person2#: 아니요, 충분해요.
#Person1#: 잠시만 기다려 주세요.
#Person2#: 웨이터, 다시 와주세요.
#Person1#: 네. 무슨 일이신가요, 부인님?
#Person2#: 너무 짜지 않게 해주세요.
#Person1#: 알겠습니다.
#Person2#: 웨이터, 다시 와주세요.
#Person1#: 네, 문제가 있나요?
#Person2#: 너무 익히지 않게 해주세요.
#Person1#: 네, 알겠습니다.
#Person2#: 왜 다시 오셨나요?
#Person1#: 여쭤보고 싶은 질문이 있습니다.
#Person2#: 무엇인가요?
#Person1#: 어느 다리를 드시고 싶으신가요, 오른쪽 다리인가요, 왼쪽 다리인가요?
#Person2#: 감사합니다, 정말 감사합니다, 천만에요.
#Person1#: 왜 그렇게 많이 감사하시나요?
#Person2#: 다음에도 이걸 잊지 못할 거예요."
9843,train_9843,"#Person1#: 지난달에 새로 오픈한 쇼핑몰에 가 본 적 있나요?
#Person2#: 아직이요. 저는 지난 주에 그것에 대한 광고판을 봤어요.
#Person1#: 저는 기차에서 많은 광고를 봤어요. 정말 가고 싶어요!
#Person2#: 쇼핑 좋아하시나요? 그럼 같이 가볼까요?
#Person1#: 좋아요! 차로 태워다 주실 수 있나요?
#Person2#: 그럼요.
#Person1#: 기다리기가 힘들어요! 광고가 너무 설득력이 있어요.
#Person2#: 알아요!
#Person1#: 우리에게 강한 영향을 미쳤나 봐요!
#Person2#: 하하! 맞아요."
9845,train_9845,"#Person1#: 칠판에 적힌 문제의 답을 아는 사람이 있나요? 누구든? 그래, 멜라니?
#Person2#: 브룩스 선생님, 화장실 가는 통행증을 받아도 될까요? 정말 가야 해요.
#Person1#: 멜라니, 수업 시작 전에 이런 일을 처리해야 해. 벽에 붙어 있는 표지판을 읽을 수 없니?
#Person2#: 알고 있어요, 브룩스 선생님.
#Person1#: 알겠어, 멜라니. 만약 답을 맞게 말해주면 너를 가게 해줄게.
#Person2#: 좋아요...정답은 34인 것 같아요.
#Person1#: 좋아. 가능한 빨리 돌아와 주렴."
9846,train_9846,"#Person1#: 통통아, 숙제 다 했어? 우리 아빠를 역으로 만나러 가야 해.
#Person2#: 지금 숙제하느라 바빠. 선생님이 내일 아침에 제출하라고 했어. 잠시만, 곧 끝낼게."
9850,train_9850,"#Person1#: 안녕하세요, 부인님, 주문을 받아도 될까요? 
#Person2#: 네, 로스트 치킨 레그를 주세요. 
#Person1#: 다른 것은요? 
#Person2#: 아니요. 
#Person1#: 음료는 어떠세요? 
#Person2#: 아니요, 충분해요. 
#Person1#: 잠시만 기다려 주세요. 
#Person2#: 웨이터, 다시 와주세요. 
#Person1#: 네. 무슨 일이신가요, 부인님? 
#Person2#: 너무 짜지 않게 해주세요. 
#Person1#: 알겠습니다. 
#Person2#: 웨이터, 다시 와주세요. 
#Person1#: 네, 문제가 있나요? 
#Person2#: 너무 익히지 않게 해주세요. 
#Person1#: 네, 알겠습니다. 
#Person2#: 왜 다시 오셨나요? 
#Person1#: 여쭤보고 싶은 것이 있습니다. 
#Person2#: 무엇인가요? 
#Person1#: 어느 다리를 드시고 싶으신가요, 오른쪽 다리인가요, 왼쪽 다리인가요? 
#Person2#: 감사합니다, 정말 감사합니다. 
#Person1#: 왜 그렇게 많이 감사하시나요? 
#Person2#: 다음에 이것을 잊지 않을 수 없습니다."
